cid,fname,lname,age,prof,city,salary,doj,gender,dept
371,Jane,Williams,41,Manager,Toronto,75726,2022-04-03,M,Management
372,Sara,Johnson,60,Manager,Toronto,59464,2007-07-02,M,Management
373,Emma,Brown,36,Designer,Tokyo,37732,2016-05-13,F,Design
374,Paul,Wilson,30,Designer,Singapore,58202,2013-07-03,F,Design
375,Jane,Williams,50,Intern,London,60809,2019-05-26,F,Training
376,Alex,Wilson,18,Consultant,Delhi,119169,2018-09-29,M,Consulting
377,Lisa,Jones,25,Architect,Berlin,51250,2013-04-11,M,Architecture
378,Jane,Miller,24,Analyst,Berlin,71174,2019-03-01,M,Analytics
379,Lisa,Wilson,59,Architect,Sydney,66323,2009-01-07,M,Architecture
380,Paul,Taylor,56,Developer,Tokyo,38059,2012-07-10,F,Engineering
381,Alex,Taylor,27,Manager,Toronto,51673,2015-10-18,M,Management
382,Emma,Taylor,43,Engineer,Paris,80579,2012-03-11,M,Engineering
383,Sara,Johnson,25,Consultant,Berlin,105472,2015-02-18
384,Tom,Garcia,54,Consultant,Singapore,79727,2002-10-10,F,Consulting
385,Alex,Miller,39,Engineer,Dubai,97547,2012-02-15,M,Engineering
386,John,Brown,58,Developer,Sydney,30582,2001-06-16,M,Engineering
387,Mike,Miller,60,Engineer,New York,105976,2021-04-02,M,Engineering
388,Mike,Wilson,48,Consultant,London,28769,2003-11-19,F,Consulting
389,Lisa,Jones,48,Manager,Dubai,61812,2007-02-09,M,Management
390,Tom,Williams,45,Analyst,Singapore,60645,2001-08-24,F,Analytics
391,Mike,Wilson,18,Lead,New York,81820,2003-10-08,F,Leadership
392,Paul,Davis,25,Lead,London,42600,2012-09-24,M,Leadership
393,Mike,Wilson,31,Clerk,Dubai,114030,2016-01-12,F,Operations
394,Alex,Wilson,46,Consultant,New York,93683,2006-01-08,M,Consulting
395,Mike,Brown,46,Clerk,Sydney,87369,2007-08-10,F,Operations
396,Sam,Williams,30,Manager,Paris,57177,2007-08-05,M,Management
397,John,Wilson,33,Clerk,New York,112238,2001-07-23,M,Operations
398,Sara,Davis,45,Manager,Paris,103000,2012-12-05,M,Management
399,Sara,Johnson,30,Intern,Berlin,66082,2014-03-05,M,Training
400,Alex,Wilson,43,Analyst,Berlin,84221,2013-07-14,F,Analytics
401,Sara,Miller,27,Consultant,Paris,37228,2002-11-17,F,Consulting
402,Tom,Brown,51,Architect,Delhi,70967,2002-02-23,M,Architecture
403,Emma,Smith,23,Clerk,Dubai,66918,2013-02-26,M,Operations
404,John,Smith,28,Architect,Toronto,55002,2015-12-31,M,Architecture
405,Mike,Jones,57,Intern,London,81358,2006-02-26,F,Training
406,Mike,Miller,46,Lead,Tokyo,53428,2011-07-05,F,Leadership
407,John,Miller,20,Clerk,Sydney,103678,2006-02-03,M,Operations
408,Mike,Taylor,56,Consultant,Toronto,52440,2021-01-06,F,Consulting
409,Jane,Jones,59,Consultant,Berlin,71866,2017-09-04,M,Consulting
410,Tom,Johnson,33,Designer,New York,60790,2005-10-13,F,Design
411,Tom,Miller,55,Manager,Berlin,53532,2012-01-11,M,Management
412,John,Brown,41,Clerk,Paris,28062,2017-09-18,M,Operations
413,Sara,Smith,52,Clerk,Toronto,51275,2004-12-08,F,Operations
414,Jane,Miller,55,Intern,Dubai,28229,2004-10-15,F,Training
415,Jane,Jones,32,Developer,London,78241,2018-09-06,F,Engineering
416,John,Jones,55,Developer,Dubai,115033,2017-06-24,M,Engineering
417,Mike,Davis,38,Manager,Toronto,76583,2021-02-28,F,Management
418,Alex,Smith,40,Clerk,Singapore,63507,2013-07-25,F,Operations
419,Tom,Jones,33,Designer,Delhi,73166,2006-02-27,M,Design
420,Alex,Johnson,45,Engineer,Paris,52839,2013-10-16,M,Engineering
421,Mike,Jones,50,Architect,Tokyo,53169,2024-05-09,M,Architecture
422,Mike,Williams,59,Engineer,Dubai,42708,2021-06-07,F,Engineering
423,Paul,Taylor,22,Designer,London,77048,2018-05-23,F,Design
424,Tom,Johnson,38,Designer,Singapore,58484,2011-03-16,F,Design
425,Emma,Taylor,24,Analyst,Berlin,36437,2007-03-20,F,Analytics
426,Tom,Miller,52,Manager,Sydney,28223,2006-07-07,M,Management
427,Lisa,Jones,60,Clerk,Singapore,106975,2005-11-14,F,Operations
428,Emma,Smith,20,Manager,Sydney,46665,2017-08-07,F,Management
429,Alex,Davis,30,Architect,Toronto,26177,2016-05-28,F,Architecture
430,Lisa,Taylor,47,Lead,Berlin,63203,2018-10-25,F,Leadership
431,Mike,Taylor,50,Intern,Sydney,92149,2012-10-15,F,Training
432,Mike,Jones,53,Engineer,Paris,34587,2024-05-21,M,Engineering
433,Jane,Taylor,47,Intern,New York,52184,2006-01-03,M,Training
434,Lisa,Johnson,41,Consultant,Dubai,32494,2000-03-07,F,Consulting
435,Alex,Garcia,40,Lead,Paris,78213,2014-01-24,M,Leadership
436,Tom,Johnson,43,Manager,Toronto,99481,2008-08-30,M,Management
437,Emma,Johnson,50,Developer,Paris,91081,2022-10-11,M,Engineering
438,John,Miller,41,Designer,Sydney,72396,2006-01-07,M,Design
439,Sara,Miller,23,Clerk,Toronto,47817,2011-09-25,F,Operations
440,Emma,Miller,24,Architect,London,29395,2005-05-01,F,Architecture
441,Sam,Williams,31,Analyst,Sydney,44791,2015-08-22,F,Analytics
442,Lisa,Miller,40,Manager,Paris,87082,2020-09-27,F,Management
443,John,Johnson,25,Consultant,Toronto,97999,2008-11-27,M,Consulting
444,Emma,Johnson,35,Manager,Delhi,67891,2010-02-25,F,Management
445,Tom,Miller,58,Developer,Dubai,64019,2006-02-10,F,Engineering
446,Emma,Davis,19,Engineer,Tokyo,107180,2022-03-20,M,Engineering
447,Sam,Smith,40,Designer,Paris,34213,2013-09-10,M,Design
448,Mike,Williams,59,Engineer,Dubai,34233,2017-04-11,F,Engineering
449,Tom,Jones,26,Developer,Toronto,71434,2023-12-13,M,Engineering
450,Sam,Jones,48,Analyst,London,68973,2003-05-04,M,Analytics
451,Mike,Williams,28,Designer,Berlin,81831,2005-01-09,F,Design
452,Emma,Miller,47,Engineer,Tokyo,51191,2005-10-15,F,Engineering
453,Tom,Miller,19,Designer,Paris,115542,2000-02-21,F,Design
454,Paul,Jones,29,Lead,London,72924,2006-06-01,M,Leadership
455,John,Davis,35,Architect,Toronto,70968,2016-04-17,M,Architecture
456,John,Miller,25,Lead,Paris,81452,2005-03-13,F,Leadership
457,John,Davis,54,Clerk,Paris,118734,2015-10-16,F,Operations
458,Tom,Garcia,58,Manager,Delhi,90191,2006-03-15,F,Management
459,Sara,Brown,19,Clerk,Dubai,66364,2023-01-08,F,Operations
460,Lisa,Taylor,28,Consultant,Tokyo,47415,2006-11-08,M,Consulting
461,Paul,Smith,44,Engineer,New York,77713,2013-04-27,M,Engineering
462,Mike,Johnson,26,Clerk,Toronto,108781,2016-07-03,F,Operations
463,Sam,Williams,43,Lead,London,111057,2019-11-09,F,Leadership
464,Emma,Jones,25,Engineer,Singapore,109352,2010-01-10,M,Engineering
465,Mike,Smith,43,Lead,London,78210,2016-05-07,M,Leadership
466,Lisa,Brown,52,Clerk,Sydney,78974,2019-05-17,M,Operations
467,Lisa,Davis,56,Architect,Delhi,55625,2010-07-14,F,Architecture
468,Paul,Jones,55,Clerk,Tokyo,113639,2002-02-05,M,Operations
469,Lisa,Davis,41,Lead,Toronto,53762,2012-12-10,F,Leadership
470,John,Williams,54,Lead,Sydney,78196,2020-03-03,F,Leadership
471,Sam,Jones,34,Analyst,Berlin,52846,2017-09-01,M,Analytics
472,Tom,Davis,23,Architect,Singapore,41172,2002-02-15,M,Architecture
473,Jane,Johnson,51,Engineer,Dubai,39390,2014-12-13,F,Engineering
474,Tom,Wilson,48,Designer,London,49112,2007-03-08,F,Design
475,Emma,Davis,53,Developer,London,40070,2011-05-22,F,Engineering
476,Mike,Taylor,21,Clerk,London,25575,2021-01-11,M,Operations
477,Emma,Brown,48,Lead,Sydney,61253,2016-07-10,M,Leadership
478,Sam,Johnson,40,Intern,Singapore,77926,2023-09-15,F,Training
479,Sara,Garcia,49,Designer,Toronto,111973,2000-02-25,F,Design
480,Tom,Wilson,42,Engineer,London,30980,2022-05-17,F,Engineering
481,Jane,Jones,48,Engineer,Tokyo,75483,2015-07-01,F,Engineering
482,Emma,Davis,49,Intern,Tokyo,36504,2007-08-12,F,Training
483,Tom,Garcia,54,Analyst,Dubai,107300,2021-01-03,M,Analytics
484,Paul,Smith,21,Consultant,Sydney,82064,2021-04-16,F,Consulting
485,Mike,Williams,41,Lead,London,89995,2004-03-09,M,Leadership
486,Jane,Wilson,52,Lead,London,102598,2002-04-28,M,Leadership
487,John,Johnson,42,Lead,Sydney,70611,2013-01-01,F,Leadership
488,John,Wilson,25,Intern,Dubai,70259,2021-09-20,M,Training
489,Sam,Johnson,34,Developer,Dubai,53033,2015-06-20,F,Engineering
490,Tom,Johnson,30,Intern,Sydney,31275,2003-11-19,M,Training
491,Tom,Smith,39,Lead,Tokyo,95157,2018-02-03,F,Leadership
492,Sara,Brown,52,Developer,Tokyo,111837,2021-11-18,F,Engineering
493,Emma,Taylor,22,Manager,Singapore,68226,2000-01-17,M,Management
494,Tom,Garcia,46,Manager,London,115305,2017-01-20,F,Management
495,Sara,Smith,47,Manager,Berlin,86182,2000-04-08,M,Management
496,Sara,Smith,32,Lead,Singapore,64722,2014-05-28,M,Leadership
497,Lisa,Taylor,33,Manager,Sydney,93883,2002-07-21,M,Management
498,Sara,Taylor,26,Engineer,Tokyo,111648,2002-03-31,M,Engineering
499,Mike,Miller,28,Manager,Singapore,39320,2018-08-11,M,Management
500,Paul,Garcia,57,Engineer,Dubai,56335,2015-03-15,F,Engineering
501,John,Taylor,53,Manager,Singapore,114442,2011-11-12,F,Management
502,Paul,Johnson,39,Engineer,Dubai,25086,2012-06-12,F,Engineering
503,Paul,Jones,24,Consultant,Berlin,44208,2012-02-08,M,Consulting
504,Paul,Brown,39,Architect,Tokyo,86313,2021-08-13,M,Architecture
505,Alex,Davis,25,Developer,Paris,112152,2017-10-02,M,Engineering
506,Sam,Smith,56,Analyst,Delhi,50997,2003-10-10,F,Analytics
507,Emma,Taylor,24,Clerk,Toronto,69407,2021-04-28,F,Operations
508,John,Garcia,54,Consultant,Paris,92363,2019-09-27,F,Consulting
509,Sara,Garcia,20,Architect,Tokyo,79213,2021-02-08,F,Architecture
510,Lisa,Garcia,53,Manager,Berlin,36514,2003-10-03,F,Management
511,John,Johnson,23,Manager,London,63035,2011-09-13,M,Management
512,Emma,Wilson,24,Designer,Delhi,108534,2022-01-27,M,Design
513,Jane,Brown,47,Consultant,Toronto,114572,2013-06-16,F,Consulting
514,Jane,Brown,43,Clerk,London,91367,2016-11-07,M,Operations
515,Emma,Davis,55,Architect,Sydney,73848,2002-03-28,F,Architecture
516,Lisa,Johnson,45,Consultant,Tokyo,61238,2019-04-02,M,Consulting
517,Alex,Smith,59,Designer,Berlin,114516,2012-12-26,M,Design
518,John,Davis,37,Developer,Berlin,35193,2002-08-21,M,Engineering
519,Sara,Jones,32,Engineer,Toronto,39123,2012-03-13,M,Engineering
520,Tom,Smith,21,Consultant,London,82153,2000-01-16,M,Consulting
521,Alex,Brown,44,Designer,Delhi,89479,2003-04-15,F,Design
522,Sam,Davis,47,Developer,Sydney,98697,2020-03-13,M,Engineering
523,Tom,Johnson,40,Analyst,London,91229,2000-07-29,M,Analytics
524,Paul,Taylor,40,Consultant,New York,49825,2024-02-18,F,Consulting
525,Tom,Davis,27,Developer,Paris,73595,2013-01-11,M,Engineering
526,Sara,Davis,58,Engineer,New York,93898,2016-03-11,M,Engineering
527,Mike,Johnson,43,Engineer,Tokyo,99111,2002-07-23,M,Engineering
528,Tom,Davis,59,Architect,Toronto,90210,2006-08-06,M,Architecture
529,Paul,Smith,28,Developer,New York,87178,2009-11-27,F,Engineering
530,Sara,Miller,34,Engineer,Toronto,81389,2013-08-17,M,Engineering
531,Mike,Johnson,37,Lead,Toronto,25251,2007-08-20,F,Leadership
532,Jane,Davis,45,Clerk,Sydney,54505,2017-01-22,F,Operations
533,John,Wilson,48,Architect,Delhi,86316,2008-05-09,F,Architecture
534,John,Williams,31,Designer,Toronto,77838,2017-06-13,M,Design
535,Mike,Jones,20,Consultant,Tokyo,78079,2023-03-05,F,Consulting
536,Paul,Davis,46,Developer,Toronto,55052,2015-08-18,F,Engineering
537,Mike,Garcia,43,Intern,Delhi,46617,2005-04-23,F,Training
538,Tom,Davis,50,Engineer,New York,110393,2005-01-02,F,Engineering
539,Tom,Jones,40,Designer,Toronto,62971,2022-08-14,F,Design
540,Jane,Jones,53,Developer,Tokyo,106820,2008-12-02,M,Engineering
541,Emma,Smith,60,Intern,Singapore,116993,2004-11-24,F,Training
542,Lisa,Williams,54,Designer,Singapore,118119,2003-11-18,F,Design
543,Sara,Davis,28,Intern,Singapore,40252,2002-02-08,M,Training
544,Emma,Williams,45,Architect,New York,32059,2015-09-03,F,Architecture
545,Tom,Jones,32,Clerk,Dubai,70519,2002-02-20,F,Operations
546,Tom,Miller,41,Lead,Delhi,74103,2024-06-23,M,Leadership
547,Sara,Smith,55,Consultant,New York,44409,2019-10-09,F,Consulting
548,John,Taylor,59,Architect,Sydney,46023,2022-05-12,M,Architecture
549,Sara,Taylor,27,Engineer,Paris,52724,2023-08-28,F,Engineering
550,Emma,Miller,36,Clerk,London,99678,2019-12-27,F,Operations
551,Alex,Davis,45,Manager,Singapore,113469,2017-01-06,F,Management
552,Sam,Johnson,25,Designer,Sydney,29893,2022-02-01,M,Design
553,Tom,Davis,38,Developer,Paris,103505,2006-10-03,M,Engineering
554,Alex,Garcia,46,Architect,Delhi,33599,2002-02-13,M,Architecture
555,Mike,Davis,37,Lead,New York,85394,2011-04-07,M,Leadership
556,Mike,Garcia,28,Clerk,Berlin,35460,2021-09-08,F,Operations
557,John,Miller,40,Lead,New York,82211,2014-10-05,F,Leadership
558,John,Garcia,33,Engineer,Dubai,69520,2010-03-17,F,Engineering
559,Jane,Jones,58,Engineer,Sydney,91082,2015-01-30,M,Engineering
560,Mike,Jones,46,Analyst,New York,98586,2014-03-23,M,Analytics
561,Sam,Jones,34,Developer,London,109567,2016-08-02,M,Engineering
562,Paul,Smith,38,Manager,Dubai,109580,2006-12-17,M,Management
563,Tom,Williams,42,Lead,Tokyo,91715,2023-02-27,M,Leadership
564,Jane,Garcia,35,Designer,Dubai,87890,2023-11-22,F,Design
565,Jane,Garcia,20,Consultant,Dubai,41884,2015-03-15,M,Consulting
566,Jane,Taylor,23,Clerk,Delhi,72393,2015-02-03,M,Operations
567,Jane,Smith,41,Intern,Tokyo,53244,2011-12-22,M,Training
568,Sara,Brown,27,Designer,Sydney,108610,2010-01-24,F,Design
569,Jane,Wilson,22,Lead,Toronto,39605,2006-05-07,M,Leadership
570,Alex,Taylor,42,Lead,Paris,88244,2017-01-01,F,Leadership
571,John,Smith,46,Designer,London,62802,2000-02-25,F,Design
572,Sara,Williams,44,Analyst,London,72017,2003-09-19,F,Analytics
573,Sara,Williams,54,Analyst,London,57441,2019-01-27,F,Analytics
574,Tom,Johnson,52,Designer,Sydney,79045,2016-08-01,M,Design
575,Tom,Williams,42,Designer,Berlin,46446,2022-10-08,F,Design
576,Lisa,Wilson,40,Architect,Singapore,108624,2007-10-19,M,Architecture
577,Lisa,Miller,19,Engineer,Dubai,49439,2009-10-31,M,Engineering
578,Jane,Brown,39,Architect,Paris,64383,2006-10-21,F,Architecture
579,Mike,Garcia,54,Architect,Paris,82550,2021-12-12,M,Architecture
580,Paul,Wilson,24,Consultant,Berlin,73778,2004-12-08,M,Consulting
581,Sam,Smith,24,Analyst,Paris,44528,2006-01-26,M,Analytics
582,Emma,Brown,60,Consultant,New York,50368,2023-04-15,F,Consulting
583,Sara,Brown,26,Developer,Dubai,28258,2021-01-27,F,Engineering
584,Sara,Jones,60,Designer,Sydney,59709,2003-11-30,F,Design
585,Jane,Jones,47,Intern,New York,43576,2024-10-20,M,Training
586,Mike,Johnson,38,Intern,Berlin,78755,2019-04-03,F,Training
587,Jane,Smith,55,Analyst,Paris,N/A,2020-09-02,F,Analytics
588,Jane,Williams,29,Architect,New York,59988,2014-04-11,F,Architecture
589,Sam,Wilson,54,Architect,Singapore,117769,2022-09-11,F,Architecture
590,Paul,Miller,23,Designer,Delhi,73694,2021-09-19,F,Design
591,Emma,Taylor,30,Lead,Berlin,33118,2017-02-21,F,Leadership
592,Sara,Miller,43,Clerk,Paris,113470,2018-01-19,F,Operations
593,Paul,Williams,37,Developer,Tokyo,59791,2006-10-10,F,Engineering
594,Alex,Wilson,46,Engineer,Paris,46935,2018-05-15,F,Engineering
595,Emma,Brown,41,Consultant,Berlin,74376,2022-07-07,F,Consulting
596,Tom,Taylor,20,Designer,Sydney,95330,2007-05-14,M,Design
597,Paul,Miller,47,Lead,Toronto,51329,2005-02-10,M,Leadership
598,Paul,Garcia,20,Lead,Toronto,51956,2008-10-23,F,Leadership
599,Tom,Williams,37,Designer,New York,58094,2016-02-18,M,Design
600,Sara,Brown,39,Analyst,Singapore,65562,2024-12-29,M,Analytics
601,Jane,Brown,52,Developer,Singapore,25890,2002-09-23,M,Engineering
602,Jane,Taylor,30,Designer,Tokyo,49715,2002-07-09,F,Design
603,Alex,Johnson,47,Engineer,New York,54671,2005-05-15,M,Engineering
604,Alex,Davis,56,Consultant,New York,83282,2003-08-15,M,Consulting
605,John,Johnson,29,Engineer,Berlin,81643,2009-12-12,F,Engineering
606,Lisa,Jones,49,Manager,Dubai,45271,2021-09-20,M,Management
607,Lisa,Johnson,22,Architect,Sydney,84740,2018-03-17,M,Architecture
608,Tom,Brown,56,Architect,London,57023,2017-04-03,F,Architecture
609,John,Miller,36,Architect,Dubai,111251,2009-10-23,F,Architecture
610,Sara,Williams,23,Intern,Toronto,106675,2007-10-16,F,Training
611,Lisa,Taylor,18,Lead,Delhi,26469,2015-02-09,M,Leadership
612,Sara,Brown,23,Clerk,London,33225,2007-09-21,F,Operations
613,Paul,Davis,51,Manager,London,34161,2014-02-20,M,Management
614,Lisa,Williams,42,Engineer,Sydney,82826,2004-04-23,M,Engineering
615,Mike,Miller,48,Intern,Delhi,81908,2013-07-09,F,Training
616,Sam,Davis,28,Consultant,Sydney,88216,2006-11-10,F,Consulting
617,John,Miller,60,Lead,Tokyo,35431,2000-06-11,F,Leadership
618,Jane,Jones,43,Lead,Toronto,88528,2001-09-05,F,Leadership
619,John,Brown,52,Architect,Berlin,85224,2020-06-21,F,Architecture
620,Jane,Smith,28,Clerk,Singapore,99470,2001-06-10,F,Operations
621,Mike,Johnson,43,Clerk,London,56452,2017-01-28,F,Operations
622,Tom,Miller,59,Developer,Sydney,56550,2018-03-01,F,Engineering
623,Alex,Miller,34,Engineer,Paris,102888,2011-08-14,F,Engineering
624,Jane,Wilson,26,Clerk,Singapore,76529,2019-03-09,M,Operations
625,John,Davis,35,Designer,Berlin,106861,2002-09-08,M,Design
626,Mike,Jones,55,Analyst,Paris,78026,2021-02-19,F,Analytics
627,Tom,Garcia,51,Lead,New York,89131,2008-07-27,M,Leadership
628,John,Taylor,30,Manager,Sydney,43568,2012-05-22,M,Management
629,Mike,Taylor,20,Manager,Delhi,77956,2003-11-12,M,Management
630,Jane,Miller,23,Manager,Toronto,56208,2004-03-18,F,Management
631,Sara,Davis,54,Analyst,Paris,119312,2009-12-27,M,Analytics
632,Jane,Brown,26,Analyst,Paris,55443,2020-12-11,F,Analytics
633,Jane,Taylor,19,Developer,London,87321,2001-08-25,M,Engineering
634,Sam,Davis,24,Consultant,Dubai,40897,2014-10-05,M,Consulting
635,Mike,Brown,38,Manager,Paris,59680,2021-01-02,F,Management
636,Mike,Garcia,48,Manager,Delhi,88063,2023-09-24,F,Management
637,Paul,Garcia,32,Analyst,New York,42140,2001-09-28,F,Analytics
638,Emma,Williams,47,Engineer,London,109011,2009-05-15,F,Engineering
639,Mike,Brown,27,Intern,Toronto,37384,2003-05-07,M,Training
640,Emma,Wilson,36,Developer,London,105668,2006-12-13,M,Engineering
641,Paul,Miller,46,Engineer,Dubai,86665,2012-10-31,M,Engineering
642,Paul,Jones,57,Consultant,London,83223,2003-09-30,F,Consulting
643,Mike,Brown,32,Analyst,Dubai,107364,2021-06-18,F,Analytics
644,Alex,Williams,55,Engineer,London,91831,2009-03-27,F,Engineering
645,Emma,Davis,46,Lead,New York,33682,2023-07-12,F,Leadership
646,Alex,Brown,60,Intern,Toronto,112373,2021-04-13,F,Training
647,Tom,Johnson,20,Consultant,New York,74355,2021-04-06,F,Consulting
648,Sam,Taylor,28,Architect,Toronto,68230,2018-11-24,F,Architecture
649,Sara,Davis,51,Manager,Tokyo,98364,2010-03-16,F,Management
650,Emma,Williams,30,Intern,Sydney,40720,2008-12-04,M,Training
651,Sam,Garcia,42,Analyst,Singapore,53569,2003-12-01,F,Analytics
652,Paul,Smith,59,Developer,Paris,82480,2010-10-26,F,Engineering
653,Sara,Brown,25,Designer,Singapore,29079,2018-07-29,F,Design
654,Mike,Davis,24,Analyst,Delhi,94389,2014-03-18,M,Analytics
655,Mike,Jones,45,Intern,Sydney,59757,2020-09-18,M,Training
656,Lisa,Davis,25,Manager,Toronto,89249,2009-03-13,M,Management
657,Lisa,Miller,25,Manager,New York,35904,2001-12-25,F,Management
658,Mike,Brown,47,Clerk,Singapore,40338,2020-03-30,M,Operations
659,Mike,Miller,40,Consultant,Singapore,116228,2009-10-07,F,Consulting
660,Emma,Johnson,24,Developer,Dubai,45867,2011-10-19,F,Engineering
661,Sam,Miller,25,Clerk,Singapore,64440,2024-08-06,F,Operations
662,Sara,Williams,39,Analyst,Singapore,117317,2020-12-13,M,Analytics
663,Emma,Brown,27,Analyst,Sydney,30979,2000-06-16,M,Analytics
664,Sara,Brown,47,Architect,Toronto,61089,2007-10-16,F,Architecture
665,John,Jones,34,Consultant,Tokyo,44457,2018-10-20,F,Consulting
666,Sara,Smith,19,Consultant,Dubai,33183,2024-02-20,M,Consulting
667,Sam,Miller,25,Developer,Sydney,116406,2003-01-15,M,Engineering
668,Mike,Brown,22,Designer,Dubai,97198,2008-02-08,F,Design
669,Jane,Wilson,28,Lead,Tokyo,88570,2024-01-26,M,Leadership
670,Tom,Williams,26,Intern,Dubai,45878,2014-02-18,M,Training
671,Emma,Jones,49,Intern,Paris,40242,2014-02-20,M,Training
672,Tom,Brown,18,Developer,Tokyo,81153,2003-11-12,M,Engineering
673,Lisa,Williams,20,Designer,Toronto,63237,2001-05-20,F,Design
674,Mike,Miller,36,Consultant,New York,66784,2003-12-02,F,Consulting
675,Lisa,Johnson,41,Developer,Dubai,108626,2019-05-20,M,Engineering
676,Alex,Johnson,40,Manager,Toronto,105147,2016-04-19,F,Management
677,Lisa,Williams,59,Engineer,Sydney,28231,2024-06-27,M,Engineering
678,Sam,Davis,60,Analyst,Sydney,83848,2021-03-03,F,Analytics
679,Tom,Williams,54,Designer,Sydney,68971,2009-02-18,F,Design
680,Mike,Jones,51,Manager,London,89128,2013-02-04,F,Management
681,Tom,Taylor,56,Manager,New York,48737,2015-10-16,F,Management
682,Mike,Miller,38,Analyst,Berlin,65930,2015-08-15,F,Analytics
683,Emma,Taylor,27,Designer,New York,46821,2012-10-16,M,Design
684,John,Wilson,27,Lead,Sydney,101154,2020-09-15,M,Leadership
685,Paul,Jones,30,Analyst,Dubai,26738,2017-12-20,F,Analytics
686,Alex,Taylor,32,Architect,Sydney,37766,2004-02-01,M,Architecture
687,Alex,Wilson,49,Intern,Singapore,33253,2002-10-25,M,Training
688,Mike,Garcia,45,Analyst,Singapore,65669,2004-10-18,F,Analytics
689,Sara,Johnson,60,Intern,Singapore,82431,2012-03-29,M,Training
690,Sara,Brown,46,Intern,Singapore,73140,2005-03-26,F,Training
691,Alex,Davis,25,Analyst,Tokyo,32308,2010-02-08,F,Analytics
692,Alex,Williams,25,Lead,Tokyo,81918,2019-05-25,F,Leadership
693,Alex,Johnson,60,Designer,Singapore,38559,2004-06-11,F,Design
694,Mike,Taylor,49,Manager,London,75445,2008-04-17,F,Management
695,Paul,Miller,22,Developer,New York,112655,2000-01-24,M,Engineering
696,Emma,Garcia,56,Architect,Tokyo,91996,2015-03-13,M,Architecture
697,John,Jones,45,Developer,Paris,105154,2012-10-04,F,Engineering
698,John,Davis,57,Analyst,Toronto,111640,2010-11-25,F,Analytics
699,Alex,Garcia,41,Engineer,Toronto,118219,2012-08-06,F,Engineering
700,Sara,Jones,29,Manager,Paris,93126,2024-10-24,M,Management
701,Sara,Taylor,55,Engineer,Dubai,102801,2009-10-06,F,Engineering
702,Sam,Williams,35,Manager,Toronto,71143,2021-07-04,F,Management
703,Tom,Jones,46,Developer,Paris,30006,2014-02-16,M,Engineering
